number,x,y,opinion,Q_pos,Q_neg,Q
50,0.8239244112699994,0.5510571728276483,Positive,0.566423622407818,-0.3345656941369204,0.566423622407818
51,0.8932677744748667,0.45107962661950907,Negative,0.018226609258787045,0.12126732036656596,0.12126732036656596
52,0.8112105741776814,0.6000732877615584,Positive,0.8157050314506102,-0.11351159295179859,0.8157050314506102
53,0.5706646985654434,0.6272123876484064,Positive,0.870043102376882,-0.34326795701542717,0.870043102376882
54,0.2850041483923852,0.7026263887910718,Negative,0.01563559522910314,0.699303130016622,0.699303130016622
55,0.6539620871366297,0.9856924853520072,Positive,0.7415024782753806,-0.24162533749204845,0.7415024782753806
56,0.6311003972786546,0.7683327821110784,Positive,0.5825625747563684,-0.4997327161055807,0.5825625747563684
57,0.1732786281455828,0.4194549868798242,Positive,0.274791515538736,-0.07971529132063192,0.274791515538736
58,0.2745124401096939,0.5404723441765862,Negative,-0.1401934306706331,0.3810402988857873,0.3810402988857873
59,0.5322318739089698,0.2950874813802876,Positive,0.7029537403554742,-0.0026956949264383134,0.7029537403554742
60,0.2015610213933251,0.5104911478172927,Negative,-0.3627656823819311,0.19630732492765834,0.19630732492765834
61,0.8232322742234495,0.7771058266846362,Positive,0.7121288411715845,-0.48727860180847976,0.7121288411715845
62,0.060367353293995674,0.37818393141857465,Positive,0.3758335904467669,0.05430145900621916,0.3758335904467669
63,0.68696302000089,0.5638192989448312,Positive,0.6979848548830446,-0.48619857836849617,0.6979848548830446
64,0.8203283033264929,0.36409680230899066,Negative,-0.040979244868918324,0.3600823935919595,0.3600823935919595
65,0.64060488977498,0.39948702925058655,Positive,0.33958201154992695,0.08666020535694557,0.33958201154992695
66,0.5745610100715038,0.3905656242929503,Positive,0.8147691754463134,-0.1980091660306248,0.8147691754463134
67,0.5005618334103586,0.20143448043492895,Positive,0.7362480731064144,-0.2606086699727714,0.7362480731064144
68,0.14471696478347862,0.4029133035572231,Negative,0.09603393371966071,-0.0870099394619929,0.09603393371966071
69,0.9632094460881797,0.8217844976050119,Positive,0.7306482691817201,-0.13001293707323014,0.7306482691817201
70,0.5588929843427798,0.3864630586878055,Positive,0.8357941151464515,-0.20708853280893175,0.8357941151464515
71,0.6531369546111658,0.9392073959895962,Positive,0.7248962203287268,-0.270728297310166,0.7248962203287268
72,0.04021111429290358,0.10760796531608141,Negative,-0.16859372734042696,0.7590665517570786,0.7590665517570786
73,0.2743338058033954,0.3977295129112931,Positive,0.4834050148984243,-0.32512370745554986,0.4834050148984243
74,0.476684689168156,0.7917933723223884,Negative,-0.42834830525649265,0.2615364452898454,0.2615364452898454
75,0.09236598021583964,0.09751728339216714,Negative,0.08685318983584706,0.5762990715951406,0.5762990715951406
76,0.48806743228392946,0.1827575137994576,Positive,0.7116922895836784,-0.4511676916775813,0.7116922895836784
77,0.7660496946322289,0.35196093507341275,Positive,0.09504791434554107,-0.08507889462483839,0.09504791434554107
78,0.4513039628894544,0.6599952248069237,Positive,0.004709151675561234,-0.05811724330591034,0.004709151675561234
79,0.7515859147838402,0.2263932159847043,Positive,0.4597377875223483,0.060428900326775926,0.4597377875223483
80,0.5129938534373992,0.3279135498546417,Positive,0.9447187126204655,-0.09348119995626082,0.9447187126204655
81,0.045324852071530364,0.16391345574590555,Negative,-0.04329953353287782,0.5766840001656366,0.5766840001656366
82,0.0692027572184557,0.5848624827051708,Positive,-0.5594550018861385,0.8910619613202887,0.8910619613202887
83,0.17733696079016348,0.5745848825019575,Positive,-0.3962984661680088,0.6844754562939136,0.6844754562939136
84,0.2647336618753038,0.9740845337097482,Negative,0.20809198850693866,0.7659494835316042,0.7659494835316042
85,0.7336842846752029,0.749491122684401,Positive,0.5880364135450878,0.10406449430977022,0.5880364135450878
86,0.6419726047290321,0.36694510498607347,Positive,0.38869876943379544,-0.20472658881602274,0.38869876943379544
87,0.5957406257813511,0.5897411547668566,Positive,0.7994750009179286,-0.4198473636473114,0.7994750009179286
88,0.15493786981586022,0.2958203031243488,Positive,0.5574101867671668,-0.2249879733604348,0.5574101867671668
89,0.24004293878353633,0.1477716191154287,Positive,0.32630477445189693,0.11426529919848884,0.32630477445189693
90,0.4650186060589776,0.9827323449913444,Negative,0.13697873471402866,0.7618041248946997,0.7618041248946997
91,0.4346050881074358,0.8625702880117135,Negative,-0.4117335585898631,0.3584130288727681,0.3584130288727681
92,0.8025917809879994,0.8496265199975046,Positive,0.8484897084142374,0.08786983493394901,0.8484897084142374
93,0.1663892542217037,0.7358871948250685,Negative,-0.26855640189487096,0.8093926991073799,0.8093926991073799
94,0.9591109070632863,0.7450006385356911,Positive,0.9055307548508477,0.10066945283085725,0.9055307548508477
95,0.6598092536059231,0.5368438527013873,Positive,0.7783781844154399,-0.2573593014039264,0.7783781844154399
96,0.32174762413787883,0.39098149052684317,Positive,0.4805511706609776,0.019971316939474917,0.4805511706609776
97,0.016693172713317717,0.8495949462466781,Positive,0.4460632848336987,0.026795187628729563,0.4460632848336987
98,0.2656077226302167,0.6623551861247938,Negative,-0.28985260775755384,0.7865221780758465,0.7865221780758465
99,0.8003569465526422,0.03522446448199812,Negative,0.032407111666146196,0.2637195068512042,0.2637195068512042

